character,scene,dialogue
Farm,3911124/f Leah 3500/O Leah/t 500 820/w sunny/z winter/d Sun," Leah ""Hey, @. I have an idea... I want you to meet me in Cindersap Forest tomorrow, at noon. I'm gonna teach you how to paint! Leah ""If the weather's bad, we'll do it the next day. Okay? dialogue Leah ""It'll be nice to explore your creative side a bit more, don't you think?"""
Farm,3912125/f Elliott 3500/O Elliott/t 500 1500/p Elliott/U 8," Elliott ""@! I've just received the most exciting news! Elliott ""It's very short notice... but I've been invited to do a reading tour for my book, ' '! Elliott ""...I'll be out of town for a week. Will you be okay? #Yes, I'll be fine.#I'll be happy as a clam!#Don't go!(break) Elliott ""I'll miss you very much, my dear. And I'll write to you every day, of course! farmer 20(break) Elliott ""Hah... good one. Now, don't get too excited... I'll be sure to write to you every day. I'll miss you!""(break)speak Elliott ""But, my dear... This is a rare opportunity for me. I must go! Please don't make me feel guilty about this. I'll write to you every day, and I'll be back before you know it. Elliott ""I leave early tomorrow morning... I need to pack! dialogue Elliott ""Don't let me forget my hairbrush, my hairspray, my fine-tooth comb, and my pomegranate conditioner!"""
Farm,3912131/e 3912130/A ElliottGone6/n elliottLetter5/x elliottLetter6 true,null
Farm,3912130/e 3912129/A ElliottGone5/n elliottLetter4/x elliottLetter5 true,null
Farm,3912129/e 3912128/A ElliottGone4/n elliottLetter3/x elliottLetter4 true,null
Farm,3912128/e 3912127/A ElliottGone3/n elliottLetter2/x elliottLetter3 true,null
Farm,3912127/e 3912126/A ElliottGone2/n elliottLetter1/x elliottLetter2 true,null
Farm,3912126/e 3912125/A ElliottGone1/x elliottLetter1 true,null
Farm,992559/t 600 1130/n clothFound/o Emily/w sunny," Emily ""Hi @! Good morning! Emily ""You seem to be doing well... the farm looks great! Emily ""So... you've been here a while, and I'm sure you've acquired some 'cloth' by now... right? Emily ""Well, did you know that you can use cloth to tailor all kinds of clothes? All you need is access to a sewing machine... And I happen to have one at home! Feel free to swing by and use it any time. ""You can now access Emily's sewing machine! Emily ""To start tailoring, you'll need a piece of cloth and a secondary item. Experiment and see what unique styles are out there! "
Farm,992559/t 600 1130/n clothFound/O Emily/w sunny," Emily ""Good morning, @. Emily ""I just remembered... I have a sewing machine at my old place! Emily ""If you ever feel like making clothes, you should swing by and check it out. ""You can now access Emily's sewing machine! Emily ""To start tailoring, you'll need a piece of cloth and a secondary item. Experiment and see what unique styles are out there! I'm going to have a lot of fun seeing you in all kinds of different outfits! "
Farm,980558/t 600 1130/w sunny/f Gus 1250," Gus ""Good morning! Gus ""Ah... what a beautiful day, huh? Gus ""You know, as the Saloon owner, I hear about everything that's going on in town. I remember when you first moved here... everyone was a bit unsure of what to expect. A stranger from the city... an unknown personality... Gus ""One sec... Gus ""Sorry, I have to stir this pot every 5 minutes. Gus ""Anyway, what was I saying? Oh yeah... you know, it's like when you're making a sauce... Gus ""...If you put in a new spice you could ruin everything! Gus ""...But then again, there's always a chance you'll create something new and delicious! Right? Hahahaha. Gus ""Er... What I'm trying to say is... It's been great having you in town, and I've come to think of you as one of my good friends! Gus ""Anyway, I came to give you something... I was cleaning out the back room and I found this old Mini-Jukebox. I want you to have it! ""Received a 'Mini-Jukebox' Gus ""It's actually an old Do-It-Yourself project of mine, from many years ago. They're pretty easy to make! So, just in case you wanted to make more, I brought the blueprints for you... ""Learned how to craft a 'Mini-Jukebox' Gus ""Well, I'm gonna head home. I gotta get this marinara back on the stove! Have a good one! "
Farm,3872126/C/x willyBackRoomInvitation,null
FarmHouse,558291/y 3/H," Grandpa ""My dear boy...^My dearest grand-daughter... It's been many years since we last spoke. You were just a little boy... Do you remember?^It's been many years since we last spoke. You were just a little girl... Do you remember? Look how far you've come! Though you may have forgotten me, I've been here all along. You see... My body has departed this world, but my heart will always remain in Stardew Valley. Grandpa ""You've been here two years now... Grandpa ""The future of Farm is in your hands, now. Farewell! bed"
FarmHouse,558292/e 321777/t 600 620/H," Grandpa ""My dear boy...^My dearest grand-daughter... I'm glad you summoned me. I... was perhaps a little too harsh with you last time. Forgive me. You've been working very hard, and I'm proud of it. Grandpa ""Let's see... bed"
FarmHouse,3917601/f Emily 3500/O Emily/n emilyFiber/A emilyFiber/t 2000 2400/p Emily," Emily ""Welcome home, @. I hope you had a nice day. Emily ""So... I finished that secret project I was working on. Emily ""It's a brand new hand-made outfit for you! ""Received Emily's Magic Hat, Emily's Magic Boots, Emily's Magic Shirt, and a matching set of pants! Emily ""I've always loved sewing and making crafts... So I thought it'd be nice to make you something by hand. I had a lot of fun! I hope it fits right... and that the fiber isn't too itchy. There's boots, a hat, a shirt, and pants! It's a complete outfit. Emily ""Now, when you wear those clothes, you'll think of me... and you'll know I'm here waiting for you to come home safe... okay? dialogue Emily ""Time for bed."""
FarmHouse,3918600/f Sam 3500/O Sam/t 610 1700/p Sam/L," Sam ""Oh, hey @. You look like you've been working hard out there! Sam ""Hey, I was just thinking... You know, I really like living here with you. I mean... I love it! But, I feel like I've gotten really lazy. I just bum around aimlessly every day. Sam ""Oh, I know you don't mind! You make enough money on the farm that I don't really need to work, and I really appreciate that! But I want to feel like I'm contributing to something... know what I mean? Sam ""So... I think I'm gonna try to find some work... something to do with music. That's always been what I love the most! Oh, uh... besides you, of course! Heh... Sam ""Anyway... I'll let you know how it goes! "
FarmHouse,3918601/e 3918600/O Sam/t 610 1700/A samJob1/p Sam/L," Sam ""Hey @, listen to this! Sam ""'Dear Sam, we are pleased to offer you a position as 'junior composer' at Zuzu Broadcasting Group, TV division...' Wow! Music for a TV show! How cool is that?! Sam ""Oh... Sam ""Oh... Hold on... ... It's a TV show for little kids... 'The Happy Junimo Show' Sam ""Not exactly what I had in mind... #Just think of this as a stepping stone in your career...#Just think of how happy you'll make the children!#I'm sorry...(break) Sam ""Hmm... Yeah, I guess that's one way to look at it. ""(break) Sam ""I mean... you're right, someone's gotta make children's music. But it's not exactly a 'dream job'... ""(break) Sam ""Ah well... that's okay. I'll make the best of it, like I always do. Sam ""I guess I'd better start 'thinking like a kid'... #That should be easy for you...#You could ask your little brother for help!(break) Sam ""Hey! farmer false true 200 102 103(break) Sam ""Hmm... That's not a bad idea. At the very least, I could play him my songs and see if he likes them. Thanks for the advice, @. dialogue Sam ""I'll be working on this for a few days."""
FarmHouse,3918602/e 3918601/O Sam/t 610 1700/A samJob2/p Sam/L," Sam ""Hey, @. I'm making progress on the song... check it out. Sam ""It's kinda bare-bones right now... but when I add in all the different instruments, it'll come together. You'll see. Sam ""You know... I'm not too upset about this kid's show idea anymore. You gotta start somewhere, right? And hey, maybe I'll be a big hit in the children's concert circuit! dialogue Sam ""I'll have the finished song ready soon. I hope they're happy with it!"""
FarmHouse,3918603/e 3918602/O Sam/t 610 1700/A samJob3/p Sam/L," Vincent ""I'm really excited, Sam! Sam ""Okay, okay, Vince... I'm gonna put the song on right away. Now, you gotta listen really close, so you can tell me if you like it afterwards. Okay? Vincent ""OK! Jas ""I loved it! Vincent ""Me too! Sam ""Wow! I wasn't expecting such an overwhelming response! That's great! This is really fun! Sam ""Hey, thanks for all the support with this. You know... I kind of like making children's music. It's not very glamorous, but I'm making these kids really happy. That's important! Sam ""Here, I wanted to give you this. It's a boombox with the song on it... So you can listen to it whenever you want. dialogue Sam ""I'm just glad to know that my music makes people happy..."""
FarmHouse,3917666/f Maru 3500/O Maru/t 610 1700/p Maru/d Sun/z winter," Maru ""Hi Honey. Tomorrow night, there's a rare astronomical event happening... A comet is passing very close to our planet! I was thinking... maybe we should observe it together? Maru ""Great! Meet me in the mountains at midnight tomorrow night. If it rains, we'll do it on the next night... the comet is here for a few days. "
FarmHouse,3912132/e 3912126/O Elliott/A elliottGone/B," Elliott ""@... I'm back... Elliott ""Ah... I've missed you. One drop of the big city and I'm quenched... I much prefer being back here with you! Elliott ""Well, I guess it's back to the old routine once again! I've got some chores to catch up on... dialogue Elliott ""It's good to be back..."""
FarmHouse,3917626/f Harvey 3500/O Harvey/t 2000 2400/p Harvey/L," Harvey ""Needs salt... Harvey ""It's burning! Harvey ""Hmm... Harvey ""A little bit of this... Harvey ""Some of this... Harvey ""Presto! Harvey ""Ah... You're right on time, @! Let me just set the table... Harvey ""You've been working so hard on the farm... I wanted to make you a special dinner. Harvey ""It's my very own 'angel hair pasta primavera'... with clams! #It tastes heavenly#It tastes healthy#It tastes watery#It tastes burnt#It tastes like your moustache#It tastes like fungus(break)speak Harvey ""Heavenly, huh? That must be the 'angel hair'! I'm glad you like it! You deserve the best. ""(break)speak Harvey ""Oh yes, I forgot to mention... it's 'whole wheat' pasta. And it's brimming with fresh vegetables. It's important that you eat healthy food! I want you to live forever... ""(break)speak Harvey ""Oh... I see. I knew I needed to add more salt. Well, at least you'll be well hydrated. ""(break) Harvey ""Oh... I thought I gave myself the burnt one. Um, I lost track of one the pans and it caught fire... Sorry, dear. ""(break) Harvey ""Uhhh...! Heh. I guess a piece of my moustache may have fallen into the pasta... Well! Extra fiber, right? Heh... (sorry honey) ""(break) Harvey ""Oh! Eh... Must've been the truffle oil I drizzled on top... You meant delicious, edible fungus... right honey? Of course... Heh. Harvey ""So, tell me about your day... #I tended the farm#I dug around in the caves#I spent the day fishing#I socialized in town#I did a little of everything#I can't remember#I didn't do anything(break)speak Harvey ""Yes, I can still see the dirt in your hair! I really appreciate all the hard work you do, honey.""(break)speak Harvey ""That sounds dangerous... are you sure that's safe? I don't want to see you on the operating table anytime soon... Although I have to say, I like how courageous you are... ""(break)speak Harvey ""A peaceful day by the water, huh? That sounds very relaxing. I'm glad you're having fun out there! ""(break)speak Harvey ""Ah, that's good. Having an active social life is healthy for the brain. But remember, I'm always here for you if you need someone to talk to! ""(break)speak Harvey ""That makes sense. There's lots to do in this valley! ...And I know how hard you work. Just remember to take breaks! When you're so busy, it's easy to get burnt out from exhaustion.""(break)speak Harvey ""Ah... I have that problem, too. The boundary between days can blur together... it's hard to keep track of everything!""(break)speak Harvey ""Took the day off, huh? I'm glad to hear it. Well, with a day off and a hearty dinner you'll be fully re-charged for tomorrow. Harvey ""Whew... I'm stuffed! That was great... Harvey ""I'll take care of the dishes... Harvey ""Don't feel bad... I like to do nice things for you! It makes me happy. Harvey ""I know I say this a lot, but... marrying you was the best thing that ever happened to me! dialogue Harvey ""That was filling. I'm gonna sleep well..."""
